id,name,parent_id,pics,url_slug,tree_print,search_visible,child_count,index_hierarchy_data
12012,"Motor Vehicle & Motor Vehicle Parts Retail",1200,12012,motor-vehicle-motor-vehicle-parts-retail,"Retail > Motor Vehicle & Motor Vehicle Parts Retail",Yes,9,"1200::0::1200::retail::Retail|12012::1200::12012::motor-vehicle-motor-vehicle-parts-retail::Motor Vehicle & Motor Vehicle Parts Retail"
12013,"Personal Care Products Retail",1200,12013,personal-care-products-retail,"Retail > Personal Care Products Retail",Yes,5,"1200::0::1200::retail::Retail|12013::1200::12013::personal-care-products-retail::Personal Care Products Retail"
12014,"Precious Metals Retail",1200,12014,precious-metals-retail,"Retail > Precious Metals Retail",Yes,1,"1200::0::1200::retail::Retail|12014::1200::12014::precious-metals-retail::Precious Metals Retail"
12015,"Specialty Retail",1200,12015,specialty-retail,"Retail > Specialty Retail",Yes,18,"1200::0::1200::retail::Retail|12015::1200::12015::specialty-retail::Specialty Retail"
12016,Vending,1200,12016,vending,"Retail > Vending",Yes,5,1200::0::1200::retail::Retail|12016::1200::12016::vending::Vending
13001,"Accounting & Tax",1300,13001,accounting-tax,"Services > Accounting & Tax",Yes,3,"1300::0::1300::services::Services|13001::1300::13001::accounting-tax::Accounting & Tax"
13002,"Administrative & Support Services",1300,13002,administrative-support-services,"Services > Administrative & Support Services",Yes,5,"1300::0::1300::services::Services|13002::1300::13002::administrative-support-services::Administrative & Support Services"
13003,"Advertising & Marketing",1300,13003,advertising-marketing,"Services > Advertising & Marketing",Yes,19,"1300::0::1300::services::Services|13003::1300::13003::advertising-marketing::Advertising & Marketing"
13004,"Architectural, Engineering, & Surveying Services",1300,13004,architectural-engineering-surveying-services,"Services > Architectural, Engineering, & Surveying Services",Yes,15,"1300::0::1300::services::Services|13004::1300::13004::architectural-engineering-surveying-services::Architectural, Engineering, & Surveying Services"
13005,Auctions,1300,13005,auctions,"Services > Auctions",Yes,1,1300::0::1300::services::Services|13005::1300::13005::auctions::Auctions
13006,"Automobile Repair & Maintenance",1300,13006,automobile-repair-maintenance,"Services > Automobile Repair & Maintenance",Yes,11,"1300::0::1300::services::Services|13006::1300::13006::automobile-repair-maintenance::Automobile Repair & Maintenance"
13007,"Billing Services",1300,13007,billing-services,"Services > Billing Services",Yes,1,"1300::0::1300::services::Services|13007::1300::13007::billing-services::Billing Services"
13008,"Catering Services",1300,13008,catering-services,"Services > Catering Services",Yes,1,"1300::0::1300::services::Services|13008::1300::13008::catering-services::Catering Services"
13009,"Childcare Services",1300,13009,childcare-services,"Services > Childcare Services",Yes,1,"1300::0::1300::services::Services|13009::1300::13009::childcare-services::Childcare Services"
13010,"Commercial Printing",1300,13010,commercial-printing,"Services > Commercial Printing",Yes,7,"1300::0::1300::services::Services|13010::1300::13010::commercial-printing::Commercial Printing"
13011,Consulting,1300,13011,consulting,"Services > Consulting",Yes,48,1300::0::1300::services::Services|13011::1300::13011::consulting::Consulting
13012,"Credit & Debt Management Services",1300,13012,credit-debt-management-services,"Services > Credit & Debt Management Services",Yes,5,"1300::0::1300::services::Services|13012::1300::13012::credit-debt-management-services::Credit & Debt Management Services"
13013,"Death Care Products & Services",1300,13013,death-care-products-services,"Services > Death Care Products & Services",Yes,6,"1300::0::1300::services::Services|13013::1300::13013::death-care-products-services::Death Care Products & Services"
13014,"Educational Services",1300,13014,educational-services,"Services > Educational Services",Yes,6,"1300::0::1300::services::Services|13014::1300::13014::educational-services::Educational Services"
13015,"Employment & Staffing",1300,13015,employment-staffing,"Services > Employment & Staffing",Yes,14,"1300::0::1300::services::Services|13015::1300::13015::employment-staffing::Employment & Staffing"
13016,"Food Services",1300,13016,food-services,"Services > Food Services",Yes,4,"1300::0::1300::services::Services|13016::1300::13016::food-services::Food Services"
13017,"Industrial Services",1300,13017,industrial-services,"Services > Industrial Services",Yes,6,"1300::0::1300::services::Services|13017::1300::13017::industrial-services::Industrial Services"
13018,"Information & Data Providers",1300,13018,information-data-providers,"Services > Information & Data Providers",Yes,1,"1300::0::1300::services::Services|13018::1300::13018::information-data-providers::Information & Data Providers"
13019,"Legal Services",1300,13019,legal-services,"Services > Legal Services",Yes,5,"1300::0::1300::services::Services|13019::1300::13019::legal-services::Legal Services"
13020,"Location Tracking Services",1300,13020,location-tracking-services,"Services > Location Tracking Services",Yes,2,"1300::0::1300::services::Services|13020::1300::13020::location-tracking-services::Location Tracking Services"
13021,"Management Services",1300,13021,management-services,"Services > Management Services",Yes,5,"1300::0::1300::services::Services|13021::1300::13021::management-services::Management Services"
13022,"Military Contracting Services",1300,13022,military-contracting-services,"Services > Military Contracting Services",Yes,1,"1300::0::1300::services::Services|13022::1300::13022::military-contracting-services::Military Contracting Services"
13023,"Payment Processing Services",1300,13023,payment-processing-services,"Services > Payment Processing Services",Yes,5,"1300::0::1300::services::Services|13023::1300::13023::payment-processing-services::Payment Processing Services"
13024,"Personal Services",1300,13024,personal-services,"Services > Personal Services",Yes,11,"1300::0::1300::services::Services|13024::1300::13024::personal-services::Personal Services"
13025,"Pest Control Services",1300,13025,pest-control-services,"Services > Pest Control Services",Yes,1,"1300::0::1300::services::Services|13025::1300::13025::pest-control-services::Pest Control Services"
13026,"Pet Services",1300,13026,pet-services,"Services > Pet Services",Yes,4,"1300::0::1300::services::Services|13026::1300::13026::pet-services::Pet Services"
13027,"Pollution Control, Treatment, Recycling & Waste Management",1300,13027,pollution-control-treatment-recycling-waste-management,"Services > Pollution Control, Treatment, Recycling & Waste Management",Yes,16,"1300::0::1300::services::Services|13027::1300::13027::pollution-control-treatment-recycling-waste-management::Pollution Control, Treatment, Recycling & Waste Management"
13028,"Prepared Meals & Concessions Suppliers",1300,13028,prepared-meals-concessions-suppliers,"Services > Prepared Meals & Concessions Suppliers",Yes,1,"1300::0::1300::services::Services|13028::1300::13028::prepared-meals-concessions-suppliers::Prepared Meals & Concessions Suppliers"
13029,"Property Maintenance Services",1300,13029,property-maintenance-services,"Services > Property Maintenance Services",Yes,8,"1300::0::1300::services::Services|13029::1300::13029::property-maintenance-services::Property Maintenance Services"
13030,"Rental Services",1300,13030,rental-services,"Services > Rental Services",Yes,18,"1300::0::1300::services::Services|13030::1300::13030::rental-services::Rental Services"
13031,"Repair & Maintenance Services",1300,13031,repair-maintenance-services,"Services > Repair & Maintenance Services",Yes,6,"1300::0::1300::services::Services|13031::1300::13031::repair-maintenance-services::Repair & Maintenance Services"
13032,"Security Services",1300,13032,security-services,"Services > Security Services",Yes,18,"1300::0::1300::services::Services|13032::1300::13032::security-services::Security Services"
13033,"Translation Services",1300,13033,translation-services,"Services > Translation Services",Yes,2,"1300::0::1300::services::Services|13033::1300::13033::translation-services::Translation Services"
13034,"Travel & Leisure Services",1300,13034,travel-leisure-services,"Services > Travel & Leisure Services",Yes,4,"1300::0::1300::services::Services|13034::1300::13034::travel-leisure-services::Travel & Leisure Services"
13035,"Weight & Health Management Services",1300,13035,weight-health-management-services,"Services > Weight & Health Management Services",Yes,1,"1300::0::1300::services::Services|13035::1300::13035::weight-health-management-services::Weight & Health Management Services"
14001,"Business & Professional Associations",1400,14001,business-professional-associations,"Social Services & Organizations > Business & Professional Associations",Yes,12,"1400::0::1400::social-services-organizations::Social Services & Organizations|14001::1400::14001::business-professional-associations::Business & Professional Associations"
14002,"Social Assistance",1400,14002,social-assistance,"Social Services & Organizations > Social Assistance",Yes,10,"1400::0::1400::social-services-organizations::Social Services & Organizations|14002::1400::14002::social-assistance::Social Assistance"
15001,Biotechnology,1500,15001,biotechnology,"Technology > Biotechnology",Yes,15,1500::0::1500::technology::Technology|15001::1500::15001::biotechnology::Biotechnology
15002,"Communications, Networking & Storage Technology",1500,15002,communications-networking-storage-technology,"Technology > Communications, Networking & Storage Technology",Yes,28,"1500::0::1500::technology::Technology|15002::1500::15002::communications-networking-storage-technology::Communications, Networking & Storage Technology"
15003,"Computer Peripherals",1500,15003,computer-peripherals,"Technology > Computer Peripherals",Yes,8,"1500::0::1500::technology::Technology|15003::1500::15003::computer-peripherals::Computer Peripherals"
15004,"Computer Systems",1500,15004,computer-systems,"Technology > Computer Systems",Yes,6,"1500::0::1500::technology::Technology|15004::1500::15004::computer-systems::Computer Systems"
15005,Computers,1500,15005,computers,"Technology > Computers",Yes,5,1500::0::1500::technology::Technology|15005::1500::15005::computers::Computers
15006,"Laser Technology",1500,15006,laser-technology,"Technology > Laser Technology",Yes,1,"1500::0::1500::technology::Technology|15006::1500::15006::laser-technology::Laser Technology"
15007,"Mobile Technology",1500,15007,mobile-technology,"Technology > Mobile Technology",Yes,4,"1500::0::1500::technology::Technology|15007::1500::15007::mobile-technology::Mobile Technology"
15008,Nanotechnology,1500,15008,nanotechnology,"Technology > Nanotechnology",Yes,7,1500::0::1500::technology::Technology|15008::1500::15008::nanotechnology::Nanotechnology
15009,"Power Supplies",1500,15009,power-supplies,"Technology > Power Supplies",Yes,1,"1500::0::1500::technology::Technology|15009::1500::15009::power-supplies::Power Supplies"
15010,Robotics,1500,15010,robotics,"Technology > Robotics",Yes,8,1500::0::1500::technology::Technology|15010::1500::15010::robotics::Robotics
15011,Satellites,1500,15011,satellites,"Technology > Satellites",Yes,5,1500::0::1500::technology::Technology|15011::1500::15011::satellites::Satellites
15012,"Scientific Instruments, Sensors & Components",1500,15012,scientific-instruments-sensors-components,"Technology > Scientific Instruments, Sensors & Components",Yes,28,"1500::0::1500::technology::Technology|15012::1500::15012::scientific-instruments-sensors-components::Scientific Instruments, Sensors & Components"
15013,"Security Technology",1500,15013,security-technology,"Technology > Security Technology",Yes,18,"1500::0::1500::technology::Technology|15013::1500::15013::security-technology::Security Technology"
15014,Semiconductors,1500,15014,semiconductors,"Technology > Semiconductors",Yes,10,1500::0::1500::technology::Technology|15014::1500::15014::semiconductors::Semiconductors
15015,Software,1500,15015,software,"Technology > Software",Yes,49,1500::0::1500::technology::Technology|15015::1500::15015::software::Software
15016,"Mobile Applications",1500,15016,mobile-applications,"Technology > Mobile Applications",Yes,17,"1500::0::1500::technology::Technology|15016::1500::15016::mobile-applications::Mobile Applications"
15017,"Wearable Technology",1500,15017,wearable-technology,"Technology > Wearable Technology",Yes,2,"1500::0::1500::technology::Technology|15017::1500::15017::wearable-technology::Wearable Technology"
16001,"Air Transportation",1600,16001,air-transportation,"Transportation, Warehousing & Wholesale Distribution > Air Transportation",Yes,7,"1600::0::1600::transportation-warehousing-wholesale-distribution::Transportation, Warehousing & Wholesale Distribution|16001::1600::16001::air-transportation::Air Transportation"
16002,"Couriers, Messengers & Express Delivery Services",1600,16002,couriers-messengers-express-delivery-services,"Transportation, Warehousing & Wholesale Distribution > Couriers, Messengers & Express Delivery Services",Yes,3,"1600::0::1600::transportation-warehousing-wholesale-distribution::Transportation, Warehousing & Wholesale Distribution|16002::1600::16002::couriers-messengers-express-delivery-services::Couriers, Messengers & Express Delivery Services"
16003,"Pipeline Transportation",1600,16003,pipeline-transportation,"Transportation, Warehousing & Wholesale Distribution > Pipeline Transportation",Yes,4,"1600::0::1600::transportation-warehousing-wholesale-distribution::Transportation, Warehousing & Wholesale Distribution|16003::1600::16003::pipeline-transportation::Pipeline Transportation"
16004,"Marine Transportation",1600,16004,marine-transportation,"Transportation, Warehousing & Wholesale Distribution > Marine Transportation",Yes,11,"1600::0::1600::transportation-warehousing-wholesale-distribution::Transportation, Warehousing & Wholesale Distribution|16004::1600::16004::marine-transportation::Marine Transportation"
16005,"Rail Transportation",1600,16005,rail-transportation,"Transportation, Warehousing & Wholesale Distribution > Rail Transportation",Yes,7,"1600::0::1600::transportation-warehousing-wholesale-distribution::Transportation, Warehousing & Wholesale Distribution|16005::1600::16005::rail-transportation::Rail Transportation"
